Wavelength (nm),Absorbance
952.0, 0.018
951.0, 0.023
950.0, 0.029
949.0, 0.034
948.0, 0.040
947.0, 0.047
946.0, 0.054
945.0, 0.061
944.0, 0.069
943.0, 0.077
942.0, 0.086
941.0, 0.095
940.0, 0.106
939.0, 0.118
938.0, 0.130
937.0, 0.142
936.0, 0.156
935.0, 0.173
934.0, 0.191
933.0, 0.208
932.0, 0.229
931.0, 0.251
930.0, 0.276
929.0, 0.300
928.0, 0.331
927.0, 0.363
926.0, 0.398
925.0, 0.434
924.0, 0.477
923.0, 0.526
922.0, 0.582
921.0, 0.636
920.0, 0.705
919.0, 0.783
918.0, 0.870
917.0, 0.956
916.0, 1.066
915.0, 1.186
914.0, 1.315
913.0, 1.437
912.0, 1.584
911.0, 1.749
910.0, 1.923
909.0, 2.077
908.0, 2.242
907.0, 2.376
906.0, 2.468
905.0, 2.523
904.0, 2.563
903.0, 2.585
902.0, 2.600
901.0, 2.616
900.0, 2.624
899.0, 2.632
898.0, 2.641
897.0, 2.658
896.0, 2.667
895.0, 2.685
894.0, 2.695
893.0, 2.694
892.0, 2.704
891.0, 2.714
890.0, 2.725
889.0, 2.726
888.0, 2.736
887.0, 2.735
886.0, 2.734
885.0, 2.743
884.0, 2.752
883.0, 2.740
882.0, 2.739
881.0, 2.737
880.0, 2.736
879.0, 2.724
878.0, 2.723
877.0, 2.702
876.0, 2.681
875.0, 2.672
874.0, 2.644
873.0, 2.618
872.0, 2.586
871.0, 2.556
870.0, 2.516
869.0, 2.478
868.0, 2.427
867.0, 2.382
866.0, 2.328
865.0, 2.276
864.0, 2.223
863.0, 2.167
862.0, 2.117
861.0, 2.056
860.0, 2.007
859.0, 1.947
858.0, 1.897
857.0, 1.841
856.0, 1.791
855.0, 1.740
854.0, 1.696
853.0, 1.648
852.0, 1.608
851.0, 1.567
850.0, 1.524
849.0, 1.487
848.0, 1.448
847.0, 1.413
846.0, 1.377
845.0, 1.346
844.0, 1.313
843.0, 1.285
842.0, 1.256
841.0, 1.231
840.0, 1.205
839.0, 1.182
838.0, 1.161
837.0, 1.140
836.0, 1.123
835.0, 1.105
834.0, 1.090
833.0, 1.076
832.0, 1.062
831.0, 1.051
830.0, 1.039
829.0, 1.030
828.0, 1.021
827.0, 1.014
826.0, 1.008
825.0, 1.001
824.0, 0.995
823.0, 0.988
822.0, 0.983
821.0, 0.976
820.0, 0.970
819.0, 0.963
818.0, 0.955
817.0, 0.947
816.0, 0.938
815.0, 0.929
814.0, 0.921
813.0, 0.912
812.0, 0.904
811.0, 0.895
810.0, 0.887
809.0, 0.878
808.0, 0.872
807.0, 0.865
806.0, 0.858
805.0, 0.852
804.0, 0.846
803.0, 0.841
802.0, 0.835
801.0, 0.831
800.0, 0.828
799.0, 0.824
798.0, 0.821
797.0, 0.818
796.0, 0.816
795.0, 0.814
794.0, 0.812
793.0, 0.810
792.0, 0.809
791.0, 0.808
790.0, 0.806
789.0, 0.804
788.0, 0.803
787.0, 0.800
786.0, 0.798
785.0, 0.797
784.0, 0.794
783.0, 0.791
782.0, 0.788
781.0, 0.786
, 0.782
780.0, 0.778
779.0, 0.774
778.0, 0.770
777.0, 0.765
776.0, 0.760
775.0, 0.755
774.0, 0.750
773.0, 0.743
772.0, 0.737
771.0, 0.731
770.0, 0.724
769.0, 0.717
768.0, 0.709
, 0.702
767.0, 0.693
766.0, 0.684
765.0, 0.675
764.0, 0.666
763.0, 0.655
762.0, 0.642
, 0.633
761.0, 0.621
760.0, 0.610
759.0, 0.597
758.0, 0.586
757.0, 0.574
756.0, 0.561
755.0, 0.548
754.0, 0.536
753.0, 0.522
752.0, 0.509
751.0, 0.497
750.0, 0.483
749.0, 0.470
748.0, 0.456
747.0, 0.444
746.0, 0.432
745.0, 0.419
744.0, 0.407
743.0, 0.396
742.0, 0.383
741.0, 0.373
740.0, 0.362
739.0, 0.351
738.0, 0.342
737.0, 0.331
736.0, 0.323
735.0, 0.314
734.0, 0.305
733.0, 0.297
732.0, 0.291
731.0, 0.282
730.0, 0.276
729.0, 0.268
728.0, 0.262
727.0, 0.256
726.0, 0.249
725.0, 0.243
724.0, 0.238
723.0, 0.232
722.0, 0.227
721.0, 0.222
720.0, 0.217
719.0, 0.212
718.0, 0.207
717.0, 0.203
716.0, 0.199
715.0, 0.195
714.0, 0.190
713.0, 0.186
712.0, 0.182
711.0, 0.178
710.0, 0.174
709.0, 0.170
708.0, 0.166
707.0, 0.162
706.0, 0.159
705.0, 0.155
704.0, 0.152
703.0, 0.149
702.0, 0.145
701.0, 0.142
700.0, 0.138
699.0, 0.135
698.0, 0.132
697.0, 0.128
696.0, 0.125
695.0, 0.122
694.0, 0.119
693.0, 0.116
692.0, 0.113
691.0, 0.109
690.0, 0.107
689.0, 0.104
688.0, 0.101
687.0, 0.099
686.0, 0.095
685.0, 0.092
684.0, 0.090
683.0, 0.087
682.0, 0.084
681.0, 0.082
680.0, 0.078
679.0, 0.076
678.0, 0.073
677.0, 0.071
676.0, 0.068
675.0, 0.066
674.0, 0.063
673.0, 0.061
672.0, 0.058
671.0, 0.056
670.0, 0.054
669.0, 0.051
668.0, 0.049
667.0, 0.047
666.0, 0.044
665.0, 0.042
664.0, 0.040
663.0, 0.038
662.0, 0.035
661.0, 0.033
660.0, 0.031
659.0, 0.029
658.0, 0.026
657.0, 0.024
656.0, 0.022
655.0, 0.021
654.0, 0.018
653.0, 0.017
652.0, 0.015
651.0, 0.012
650.0, 0.010
649.0, 0.008
648.0, 0.005
647.0, 0.001
646.0,0
645.0,0
644.0,0
643.0,0
642.0,0
641.0,0
640.0,0
639.0,0
638.0,0
637.0,0
,0
636.0,0
635.0,0
634.0,0
633.0,0
632.0,0
631.0,0
630.0,0
629.0,0
628.0,0
627.0,0
626.0,0
625.0,0
624.0,0
623.0,0
622.0,0
,0
621.0,0
620.0,0
619.0,0
618.0,0
617.0,0
616.0,0
615.0,0
614.0,0
613.0,0
612.0,0
611.0,0
610.0,0
609.0,0
608.0,0
607.0,0
606.0,0
605.0,0
604.0,0
603.0,0
602.0,0
601.0,0
600.0,0
599.0,0
598.0,0
597.0,0
596.0,0
595.0,0
594.0,0
593.0,0
592.0,0
591.0,0
590.0,0
589.0,0
588.0,0
587.0,0
586.0,0
585.0,0
584.0,0
583.0,0
582.0,0
581.0,0
580.0,0
579.0,0
578.0,0
577.0,0
576.0,0
575.0,0
574.0,0
573.0,0
572.0,0
571.0,0
570.0,0
569.0,0
568.0,0
567.0,0
566.0,0
565.0,0
564.0,0
563.0,0
562.0,0
561.0,0
560.0,0
559.0,0
558.0,0
557.0,0
556.0,0
555.0,0
554.0,0
553.0,0
552.0,0
551.0,0
550.0,0
549.0,0
548.0,0
547.0,0
546.0,0
545.0,0
544.0,0
543.0,0
542.0,0
541.0,0
540.0,0
539.0,0
538.0,0
537.0,0
536.0,0
535.0,0
534.0,0
533.0,0
532.0,0
531.0,0
530.0,0
529.0,0
528.0,0
527.0,0
526.0,0
525.0,0
524.0,0
523.0,0
522.0,0
521.0,0
520.0,0
519.0,0
518.0,0
517.0,0
516.0,0
515.0,0
514.0,0
513.0,0
512.0,0
511.0,0
510.0,0
509.0,0
508.0,0
507.0,0
506.0,0
505.0,0
504.0, 1.185
503.0, 1.188
502.0, 1.192
501.0, 1.196
500.0, 1.200
499.0, 1.205
498.0, 1.210
497.0, 1.215
496.0, 1.220
495.0, 1.226
494.0, 1.232
493.0, 1.238
492.0, 1.245
491.0, 1.251
490.0, 1.258
489.0, 1.266
488.0, 1.273
487.0, 1.281
486.0, 1.289
485.0, 1.297
484.0, 1.306
483.0, 1.314
482.0, 1.323
481.0, 1.332
480.0, 1.341
479.0, 1.350
478.0, 1.358
477.0, 1.366
476.0, 1.374
475.0, 1.379
474.0, 1.384
473.0, 1.387
472.0, 1.389
471.0, 1.390
470.0, 1.391
469.0, 1.394
468.0, 1.398
467.0, 1.403
466.0, 1.411
465.0, 1.420
464.0, 1.432
463.0, 1.444
462.0, 1.458
461.0, 1.473
460.0, 1.488
459.0, 1.500
458.0, 1.513
457.0, 1.524
456.0, 1.533
455.0, 1.541
454.0, 1.546
453.0, 1.547
452.0, 1.545
451.0, 1.539
450.0, 1.529
449.0, 1.516
448.0, 1.504
447.0, 1.490
446.0, 1.478
445.0, 1.470
444.0, 1.464
443.0, 1.462
442.0, 1.464
441.0, 1.467
440.0, 1.474
439.0, 1.483
438.0, 1.493
437.0, 1.505
, 1.516
436.0, 1.527
435.0, 1.540
434.0, 1.552
433.0, 1.564
432.0, 1.576
431.0, 1.589
430.0, 1.602
429.0, 1.613
428.0, 1.626
427.0, 1.638
426.0, 1.651
425.0, 1.664
424.0, 1.676
423.0, 1.689
422.0, 1.875
421.0, 1.880
420.0, 1.889
419.0, 1.896
418.0, 1.903
417.0, 1.911
416.0, 1.919
415.0, 1.928
414.0, 1.936
413.0, 1.943
412.0, 1.952
411.0, 1.961
410.0, 1.971
409.0, 1.981
408.0, 1.990
407.0, 1.998
406.0,0
405.0, 2.020
404.0, 2.030
403.0, 2.040
402.0, 2.052
401.0, 2.063
400.0, 2.078
399.0, 2.093
398.0, 2.105
397.0, 2.121
396.0, 2.135
395.0, 2.148
394.0, 2.164
393.0, 2.180
392.0, 2.197
391.0, 2.215
390.0, 2.228
389.0, 2.244
388.0, 2.260
387.0, 2.281
386.0, 2.299
385.0, 2.318
384.0, 2.338
383.0, 2.355
382.0, 2.377
381.0, 2.396
380.0, 2.412
379.0, 2.436
378.0, 2.454
377.0, 2.477
376.0, 2.496
375.0, 2.516
374.0, 2.542
373.0, 2.570
372.0, 2.588
371.0, 2.516
370.0, 2.510
369.0, 2.505
368.0, 2.496
367.0, 2.496
366.0, 2.496
365.0, 2.496
364.0, 2.496
363.0, 2.500
362.0, 2.505
361.0, 2.510
360.0, 2.521
359.0, 2.526
358.0, 2.531
357.0, 2.542
356.0, 2.553
355.0, 2.564
354.0, 2.570
353.0, 2.582
352.0, 2.594
351.0, 2.606
350.0, 2.619
349.0, 2.632
348.0, 2.646
347.0, 2.660
346.0, 2.697
345.0, 2.697
344.0, 2.697
343.0, 2.689
342.0, 2.697
341.0, 2.697
340.0, 2.705
339.0, 2.705
338.0, 2.705
337.0, 2.705
336.0, 2.713
335.0, 2.713
334.0, 2.713
333.0, 2.721
332.0, 2.721
331.0, 2.721
330.0, 2.729
329.0, 2.729
328.0, 2.737
327.0, 2.746
326.0, 2.746
325.0, 2.764
324.0, 2.773
323.0, 2.782
322.0, 2.792
321.0, 2.802
, 2.822
320.0, 2.854
319.0, 2.865
318.0, 2.889
317.0, 2.914
316.0, 2.954
315.0, 3.014
314.0, 3.065
313.0, 2.954
312.0, 2.998
311.0, 3.065
310.0, 3.123
309.0, 3.215
308.0, 3.299
307.0, 0.403
306.0, 3.491
305.0, 3.600
304.0, 3.746
303.0, 3.843
302.0, 4.000
301.0, 4.000
300.0, 4.000
299.0, 4.000
298.0, 4.000
297.0, 4.000
296.0, 4.000
295.0, 4.000
294.0, 4.000
293.0, 4.000
292.0, 4.000
291.0, 4.000
290.0, 4.000
289.0, 4.000
288.0, 4.000
287.0, 4.000
286.0, 4.000
285.0, 4.000
284.0, 4.000
283.0, 4.000
282.0, 4.000
281.0, 4.000
280.0, 4.000
279.0, 4.000
278.0, 4.000
277.0, 4.000
276.0, 4.000
275.0, 4.000
274.0, 4.000
273.0, 4.000
272.0, 4.000
271.0, 4.000
270.0, 4.000
269.0, 4.000
268.0, 4.000
267.0, 4.000
266.0, 4.000
265.0, 4.000
264.0, 4.000
263.0, 4.000
262.0, 4.000
261.0, 4.000
260.0, 4.000
259.0, 4.000
258.0, 4.000
257.0, 4.000
256.0, 4.000
255.0, 4.000
254.0, 4.000
253.0, 4.000
252.0, 4.000
251.0, 4.000
250.0, 4.000
249.0, 4.000
248.0, 4.000
247.0, 4.000
246.0, 4.000
245.0, 4.000
244.0, 4.000
243.0, 4.000
242.0, 4.000
241.0, 4.000
240.0, 4.000
239.0, 4.000
238.0, 4.000
237.0, 4.000
236.0, 4.000
235.0, 4.000
234.0, 4.000
233.0, 4.000
232.0, 4.000
231.0, 4.000
230.0, 4.000
229.0, 4.000
228.0, 4.000
227.0, 4.000
226.0, 4.000
225.0, 4.000
224.0, 4.000
223.0, 4.000
222.0, 4.000
221.0, 4.000
220.0, 4.000
219.0, 4.000
218.0, 4.000
217.0, 4.000
216.0, 4.000
215.0, 4.000
214.0, 4.000
213.0, 4.000
212.0, 4.000
211.0, 4.000
210.0, 4.000
209.0, 4.000
208.0, 4.000
207.0, 4.000
####,####
 Gain : ,3
 Light Source : ,2
 Mode : ,D2
 Time : ,22/02/2016-14:23:51
####,####
