Wavelength (nm),Absorbance
966.0, -0.028
965.0, -0.026
964.0, -0.023
963.0, -0.020
962.0, -0.017
961.0, -0.014
960.0, -0.011
959.0, -0.007
958.0, -0.004
957.0, -0.001
956.0, 0.003
955.0, 0.007
954.0, 0.011
953.0, 0.016
952.0, 0.020
951.0, 0.025
950.0, 0.031
949.0, 0.036
948.0, 0.042
947.0, 0.049
946.0, 0.056
945.0, 0.063
944.0, 0.071
943.0, 0.079
942.0, 0.089
941.0, 0.098
940.0, 0.109
939.0, 0.120
938.0, 0.133
937.0, 0.145
936.0, 0.160
935.0, 0.176
934.0, 0.194
933.0, 0.211
932.0, 0.233
931.0, 0.255
930.0, 0.280
929.0, 0.305
928.0, 0.335
927.0, 0.368
926.0, 0.404
925.0, 0.440
924.0, 0.484
923.0, 0.533
922.0, 0.589
921.0, 0.645
920.0, 0.714
919.0, 0.793
918.0, 0.881
917.0, 0.968
916.0, 1.079
915.0, 1.199
914.0, 1.329
913.0, 1.452
912.0, 1.599
911.0, 1.762
910.0, 1.936
909.0, 2.091
908.0, 2.252
907.0, 2.385
906.0, 2.474
905.0, 2.529
904.0, 2.571
903.0, 2.585
902.0, 2.608
901.0, 2.616
900.0, 2.632
899.0, 2.641
898.0, 2.650
897.0, 2.658
896.0, 2.667
895.0, 2.685
894.0, 2.695
893.0, 2.694
892.0, 2.704
891.0, 2.714
890.0, 2.715
889.0, 2.736
888.0, 2.736
887.0, 2.746
886.0, 2.745
885.0, 2.743
884.0, 2.752
883.0, 2.740
882.0, 2.739
881.0, 2.737
880.0, 2.736
879.0, 2.724
878.0, 2.723
877.0, 2.702
876.0, 2.691
875.0, 2.672
874.0, 2.644
873.0, 2.618
872.0, 2.594
871.0, 2.556
870.0, 2.516
869.0, 2.472
868.0, 2.422
867.0, 2.377
866.0, 2.319
865.0, 2.269
864.0, 2.220
863.0, 2.161
862.0, 2.112
861.0, 2.054
860.0, 2.003
859.0, 1.945
858.0, 1.894
857.0, 1.836
856.0, 1.788
855.0, 1.737
854.0, 1.693
853.0, 1.645
852.0, 1.605
851.0, 1.564
850.0, 1.523
849.0, 1.486
848.0, 1.446
847.0, 1.411
846.0, 1.376
845.0, 1.344
844.0, 1.312
843.0, 1.284
842.0, 1.255
841.0, 1.230
840.0, 1.204
839.0, 1.182
838.0, 1.161
837.0, 1.139
836.0, 1.122
835.0, 1.104
834.0, 1.089
833.0, 1.076
832.0, 1.062
831.0, 1.050
830.0, 1.038
829.0, 1.029
828.0, 1.021
827.0, 1.014
826.0, 1.007
825.0, 1.000
824.0, 0.994
823.0, 0.987
822.0, 0.982
821.0, 0.975
820.0, 0.969
819.0, 0.962
818.0, 0.954
817.0, 0.946
816.0, 0.937
815.0, 0.929
814.0, 0.921
813.0, 0.912
812.0, 0.903
811.0, 0.894
810.0, 0.887
809.0, 0.878
808.0, 0.872
807.0, 0.865
806.0, 0.858
805.0, 0.852
804.0, 0.846
803.0, 0.841
802.0, 0.836
801.0, 0.832
800.0, 0.828
799.0, 0.824
798.0, 0.822
797.0, 0.819
796.0, 0.817
795.0, 0.815
794.0, 0.813
793.0, 0.811
792.0, 0.809
791.0, 0.808
790.0, 0.807
789.0, 0.805
788.0, 0.803
787.0, 0.801
786.0, 0.799
785.0, 0.797
784.0, 0.795
783.0, 0.792
782.0, 0.789
781.0, 0.786
780.0, 0.782
779.0, 0.779
778.0, 0.774
777.0, 0.770
776.0, 0.765
775.0, 0.760
774.0, 0.755
773.0, 0.750
772.0, 0.743
771.0, 0.737
770.0, 0.731
769.0, 0.724
768.0, 0.717
767.0, 0.709
766.0, 0.702
765.0, 0.694
764.0, 0.684
763.0, 0.675
762.0, 0.666
761.0, 0.655
760.0, 0.642
759.0, 0.633
758.0, 0.621
757.0, 0.610
756.0, 0.598
755.0, 0.586
754.0, 0.575
753.0, 0.561
752.0, 0.548
751.0, 0.536
750.0, 0.522
749.0, 0.509
748.0, 0.497
747.0, 0.483
746.0, 0.470
745.0, 0.456
744.0, 0.444
743.0, 0.432
742.0, 0.419
741.0, 0.407
740.0, 0.396
739.0, 0.384
738.0, 0.373
737.0, 0.363
736.0, 0.352
735.0, 0.343
734.0, 0.332
733.0, 0.323
732.0, 0.315
731.0, 0.306
730.0, 0.298
729.0, 0.291
728.0, 0.283
727.0, 0.277
726.0, 0.269
725.0, 0.263
724.0, 0.257
723.0, 0.250
722.0, 0.244
721.0, 0.239
720.0, 0.233
719.0, 0.228
718.0, 0.223
717.0, 0.218
716.0, 0.213
715.0, 0.208
714.0, 0.204
713.0, 0.199
712.0, 0.195
711.0, 0.191
710.0, 0.187
709.0, 0.182
708.0, 0.179
707.0, 0.175
706.0, 0.171
705.0, 0.167
704.0, 0.163
703.0, 0.160
702.0, 0.156
701.0, 0.153
700.0, 0.149
699.0, 0.146
698.0, 0.142
697.0, 0.139
696.0, 0.136
695.0, 0.133
694.0, 0.129
693.0, 0.126
692.0, 0.123
691.0, 0.120
690.0, 0.117
689.0, 0.114
688.0, 0.110
687.0, 0.107
686.0, 0.105
685.0, 0.102
684.0, 0.099
683.0, 0.096
682.0, 0.093
681.0, 0.090
680.0, 0.088
679.0, 0.085
678.0, 0.082
677.0, 0.079
676.0, 0.077
675.0, 0.074
674.0, 0.072
673.0, 0.069
672.0, 0.066
671.0, 0.064
670.0, 0.061
669.0, 0.059
668.0, 0.056
667.0, 0.054
666.0, 0.052
665.0, 0.049
664.0, 0.047
663.0, 0.045
662.0, 0.043
661.0, 0.040
660.0, 0.038
659.0, 0.036
658.0, 0.033
657.0, 0.031
656.0, 0.029
655.0, 0.027
654.0, 0.025
653.0, 0.023
652.0, 0.021
651.0, 0.019
650.0, 0.017
649.0, 0.015
648.0, 0.013
647.0, 0.011
646.0, 0.008
645.0, 0.005
644.0, 0.001
643.0, -0.003
642.0, -0.008
641.0, -0.012
640.0, -0.016
639.0, -0.019
638.0, -0.020
637.0, -0.019
636.0, -0.017
635.0, -0.015
634.0, -0.013
633.0, -0.012
632.0, -0.013
631.0, -0.014
630.0, -0.016
629.0, -0.018
628.0, -0.021
627.0, -0.023
626.0, -0.025
625.0, -0.027
624.0, -0.028
623.0, -0.030
622.0, -0.032
621.0, -0.033
620.0, -0.035
619.0, -0.036
618.0, -0.038
617.0, -0.039
616.0, -0.041
615.0, -0.042
614.0, -0.044
613.0, -0.045
612.0, -0.046
611.0, -0.048
610.0, -0.049
609.0, -0.051
608.0, -0.052
607.0, -0.053
606.0, -0.054
605.0, -0.055
604.0, -0.057
603.0, -0.057
602.0, -0.059
601.0, -0.060
600.0, -0.061
599.0, -0.062
598.0, -0.063
597.0, -0.063
596.0, -0.064
595.0, -0.065
594.0, -0.066
593.0, -0.067
592.0, -0.067
591.0, -0.068
590.0, -0.069
589.0, -0.070
588.0, -0.070
587.0, -0.071
586.0, -0.072
585.0, -0.073
584.0, -0.073
583.0, -0.074
582.0, -0.074
581.0, -0.075
580.0, -0.076
579.0, -0.077
578.0, -0.077
577.0, -0.078
576.0, -0.078
575.0, -0.079
574.0, -0.080
573.0, -0.080
572.0, -0.081
571.0, -0.081
570.0, -0.082
569.0, -0.082
568.0, -0.083
567.0, -0.083
566.0, -0.084
565.0, -0.084
564.0, -0.084
563.0, -0.085
562.0, -0.085
561.0, -0.085
560.0, -0.086
559.0, -0.086
558.0, -0.086
557.0, -0.087
556.0, -0.087
555.0, -0.087
554.0, -0.087
553.0, -0.087
552.0, -0.088
551.0, -0.088
550.0, -0.088
549.0, -0.088
548.0, -0.089
547.0, -0.089
546.0, -0.089
545.0, -0.089
544.0, -0.089
543.0, -0.089
542.0, -0.089
541.0, -0.089
540.0, -0.089
539.0, -0.089
538.0, -0.089
537.0, -0.073
536.0, -0.095
535.0, -0.095
534.0, -0.095
533.0, -0.095
532.0, -0.095
531.0, -0.095
530.0, -0.095
529.0, -0.095
528.0, -0.095
527.0, -0.095
526.0, -0.095
525.0, -0.095
524.0, -0.094
523.0, -0.094
522.0, -0.094
521.0, -0.093
520.0, -0.093
519.0, -0.093
518.0, -0.092
517.0, -0.092
516.0, -0.091
515.0, -0.091
514.0, -0.090
513.0, -0.090
512.0, -0.089
511.0, -0.089
510.0, -0.089
509.0, -0.088
508.0, -0.088
507.0, -0.087
506.0, -0.087
505.0, -0.086
504.0, -0.086
503.0, -0.085
502.0, -0.085
501.0, -0.084
500.0, -0.084
499.0, 1.185
498.0, 1.188
497.0, 1.192
496.0, 1.196
495.0, 1.200
494.0, 1.205
493.0, 1.210
492.0, 1.215
491.0, 1.221
490.0, 1.227
489.0, 1.233
488.0, 1.239
487.0, 1.245
486.0, 1.251
485.0, 1.259
484.0, 1.266
483.0, 1.273
482.0, 1.281
481.0, 1.289
480.0, 1.297
479.0, 1.306
478.0, 1.315
477.0, 1.323
476.0, 1.333
475.0, 1.341
474.0, 1.350
473.0, 1.358
472.0, 1.367
471.0, 1.374
470.0, 1.380
469.0, 1.385
468.0, 1.387
467.0, 1.389
466.0, 1.391
465.0, 1.392
464.0, 1.394
463.0, 1.398
462.0, 1.403
461.0, 1.411
460.0, 1.421
459.0, 1.433
458.0, 1.444
457.0, 1.459
456.0, 1.473
455.0, 1.488
454.0, 1.500
453.0, 1.513
452.0, 1.524
451.0, 1.534
450.0, 1.541
449.0, 1.546
448.0, 1.547
447.0, 1.546
446.0, 1.539
445.0, 1.529
444.0, 1.516
443.0, 1.505
442.0, 1.491
441.0, 1.479
440.0, 1.470
439.0, 1.464
438.0, 1.462
437.0, 1.464
436.0, 1.468
435.0, 1.475
434.0, 1.484
433.0, 1.494
432.0, 1.505
431.0, 1.516
430.0, 1.528
429.0, 1.540
428.0, 1.552
427.0, 1.565
426.0, 1.577
425.0, 1.589
424.0, 1.602
423.0, 1.614
422.0, 1.627
421.0, 1.639
420.0, 1.652
419.0, 1.664
418.0, 1.678
417.0, 1.690
416.0, 1.876
415.0, 1.880
414.0, 1.890
413.0, 1.897
412.0, 1.903
411.0, 1.911
410.0, 1.919
409.0, 1.928
408.0, 1.936
407.0, 1.944
406.0, 1.952
405.0, 1.961
404.0, 1.971
403.0, 1.980
402.0, 1.989
401.0, 1.999
400.0, -0.219
399.0, 2.020
398.0, 2.032
397.0, 2.040
396.0, 2.051
395.0, 2.065
394.0, 2.078
393.0, 2.093
392.0, 2.105
391.0, 2.121
390.0, 2.133
389.0, 2.148
388.0, 2.166
387.0, 2.180
386.0, 2.197
385.0, 2.215
384.0, 2.228
383.0, 2.244
382.0, 2.263
381.0, 2.281
380.0, 2.299
379.0, 2.318
378.0, 2.338
377.0, 2.355
376.0, 2.377
375.0, 2.396
374.0, 2.412
373.0, 2.436
372.0, 2.454
371.0, 2.472
370.0, 2.500
369.0, 2.521
368.0, 2.542
367.0, 2.564
366.0, 2.594
365.0, 2.516
364.0, 2.505
363.0, 2.505
362.0, 2.496
361.0, 2.496
360.0, 2.491
359.0, 2.491
358.0, 2.496
357.0, 2.500
356.0, 2.505
355.0, 2.510
354.0, 2.516
353.0, 2.521
352.0, 2.531
351.0, 2.542
350.0, 2.553
349.0, 2.558
348.0, 2.570
347.0, 2.582
346.0, 2.594
345.0, 2.606
344.0, 2.613
343.0, 2.632
342.0, 2.646
341.0, 2.660
340.0, 2.697
339.0, 2.697
338.0, 2.697
337.0, 2.697
336.0, 2.697
335.0, 2.697
334.0, 2.705
333.0, 2.705
332.0, 2.705
331.0, 2.713
330.0, 2.713
329.0, 2.713
328.0, 2.713
327.0, 2.721
326.0, 2.729
325.0, 2.729
324.0, 2.729
323.0, 2.737
322.0, 2.737
321.0, 2.746
320.0, 2.755
319.0, 2.764
318.0, 2.764
317.0, 2.782
316.0, 2.802
315.0, 2.812
314.0, 2.822
313.0, 2.854
312.0, 2.865
311.0, 2.889
310.0, 2.914
309.0, 2.968
308.0, 2.998
307.0, 3.047
306.0, 2.940
305.0, 2.998
304.0, 3.065
303.0, 3.144
302.0, 3.215
301.0, 3.299
300.0, 0.403
299.0, 3.491
298.0, 3.600
297.0, 3.746
296.0, 3.843
295.0, 4.000
294.0, 4.000
293.0, 4.000
292.0, 4.000
291.0, 4.000
290.0, 4.000
289.0, 4.000
288.0, 4.000
287.0, 4.000
286.0, 4.000
285.0, 4.000
284.0, 4.000
283.0, 4.000
282.0, 4.000
281.0, 4.000
280.0, 4.000
279.0, 4.000
278.0, 4.000
277.0, 4.000
276.0, 4.000
275.0, 4.000
274.0, 4.000
273.0, 4.000
272.0, 4.000
271.0, 4.000
270.0, 4.000
269.0, 4.000
268.0, 4.000
267.0, 4.000
266.0, 4.000
265.0, 4.000
264.0, 4.000
263.0, 4.000
262.0, 4.000
261.0, 4.000
260.0, 4.000
259.0, 4.000
258.0, 4.000
257.0, 4.000
256.0, 4.000
255.0, 4.000
254.0, 4.000
253.0, 4.000
252.0, 4.000
251.0, 4.000
250.0, 4.000
249.0, 4.000
248.0, 4.000
247.0, 4.000
246.0, 4.000
245.0, 4.000
244.0, 4.000
243.0, 4.000
242.0, 4.000
241.0, 4.000
240.0, 4.000
239.0, 4.000
238.0, 4.000
237.0, 4.000
236.0, 4.000
235.0, 4.000
234.0, 4.000
233.0, 4.000
232.0, 4.000
231.0, 4.000
230.0, 4.000
229.0, 4.000
228.0, 4.000
227.0, 4.000
226.0, 4.000
225.0, 4.000
224.0, 4.000
223.0, 4.000
222.0, 4.000
221.0, 4.000
220.0, 4.000
219.0, 4.000
218.0, 4.000
217.0, 4.000
216.0, 4.000
215.0, 4.000
214.0, 4.000
213.0, 4.000
212.0, 4.000
211.0, 4.000
210.0, 4.000
209.0, 4.000
208.0, 4.000
207.0, 4.000
206.0, 4.000
205.0, 4.000
204.0, 4.000
203.0, 4.000
202.0, 4.000
201.0, 4.000
200.0, 4.000
199.0, 4.000
198.0, 4.000
197.0, 4.000
196.0, 4.000
195.0, 4.000
194.0, 4.000
193.0, 4.000
192.0, 4.000
191.0, 4.000
190.0, 4.000
####,####
 Gain : ,3
 Light Source : ,2
 Mode : ,D2
 Time : ,22/02/2016-14:37:06
####,####
