Time (seconds),Absorbance
0.0,0.797
0.1,0.794
0.2,0.796
0.3,0.798
0.4,0.797
0.5,0.796
0.6,0.797
0.7,0.798
0.8,0.798
0.9,0.798
1.0,0.798
1.1,0.796
1.2,0.798
1.3,0.796
1.4,0.797
1.5,0.797
1.6,0.797
1.7,0.795
1.8,0.796
1.9,0.798
2.0,0.798
####,####
 Gain : ,3
 Light Source : ,D2 lamp
 Mode : ,Absorbance
 Time : ,23/02/2016-11:38:13
####,####
